0.082327 898.454400 0.000000 0.049187 71.763584 0.032904
0.164418 970.217984 0.000000 0.246033 1306.610297 0.608289
1.018740 229.866240 1076.619600 0.016269 122.700510 0.049043
1.084052 236.988960 954.126000 0.065932 69.269415 0.016420
1.166404 221.989760 1021.752000 0.049091 73.055989 0.016487
1.231982 286.584320 987.624000 0.049390 1219.554906 0.295890
1.577262 1002.065280 0.000000 0.032456 4.886400 0.033307
1.643025 997.178880 0.000000 0.049146 977.205851 0.131558
1.823729 1596.238080 772.048800 0.016283 49.564653 0.016571
1.856583 1645.112320 763.804800 0.048857 203.249669 0.082282
1.987722 1643.907840 967.050900 0.065782 71.893901 0.032757
2.086261 1670.769280 900.363600 0.049632 98.267252 0.049170
2.185063 1598.576640 967.032000 0.032648 107.716850 0.033192
2.250903 1682.284800 899.239200 0.147547 30.408313 0.016655
2.415105 1654.928492 912.516923 0.213005 46.450291 0.016554
2.644664 1628.779200 950.907600 0.032978 1392.516695 0.312361
2.990003 238.291776 1026.057240 0.328506 89.988598 0.082196
3.400705 230.113920 936.441000 0.032906 98.351190 0.049274
3.482885 182.083840 1022.266800 0.049373 68.622360 0.016177
3.548435 172.028160 954.385200 0.049205 110.538229 0.049283
3.646923 250.882560 1031.849280 0.082034 50.914273 0.032673
3.761630 243.850240 981.423000 0.098701 52.937738 0.016783
3.877114 191.636196 972.699600 0.443133 96.343191 0.066227
4.386474 233.505600 1059.469200 0.032890 73.019105 0.016314
4.435678 226.958976 986.744160 0.082071 77.346644 0.016640
4.534389 193.103040 917.200800 0.032450 133.360854 0.066220
4.633059 233.983680 1044.141300 0.065600 130.214045 0.049300
4.747959 178.458240 926.359200 0.016146 58.037634 0.016795
4.780900 232.619520 947.214000 0.016209 0.000000 0.016795
