0.082101 1284.803200 365.626800 0.049193 139.275835 0.082212
0.213506 1247.760000 499.886100 0.065973 52.284071 0.016644
0.296123 1224.805120 546.861600 0.049221 623.354485 0.131484
0.476828 1682.012160 970.574400 0.016067 43.217324 0.016864
0.509759 1690.118949 928.124229 0.114788 110.003207 0.065852
0.690399 1673.324160 1036.837800 0.032887 83.764107 0.032937
0.756223 1663.161600 953.692457 0.114697 41.837859 0.016370
0.887290 1699.205760 932.450400 0.033071 150.629881 0.065761
0.986122 1729.512137 1080.000000 0.114557 1414.289277 0.147806
1.248485 326.471040 901.983600 0.016446 34.946657 0.016440
1.281371 309.191040 932.359091 0.180905 30.444574 0.016618
1.478894 336.862080 919.663200 0.016270 1108.095155 0.131469
1.626633 954.999986 0.000000 0.377948 26.060494 0.016453
2.021034 981.060480 0.000000 0.015997 1055.100507 0.131904
2.168935 1687.563840 783.639000 0.098229 164.244127 0.098356
2.365520 1651.934487 943.972036 0.181147 53.056974 0.049358
2.596025 1651.967040 997.029000 0.032980 133.089424 0.081774
2.710779 1758.688512 917.509680 0.082097 48.172380 0.016608
2.809484 1764.050743 965.382686 0.115140 52.399006 0.016411
2.941035 1770.270000 1017.411300 0.131452 89.129245 0.033057
3.105544 1706.813897 1080.000000 0.459302 130.029861 0.032932
3.597778 1576.784037 1080.000000 0.575413 177.936851 0.082126
4.255317 1754.720888 1080.000000 0.508685 159.562496 0.066170
4.830172 1705.612160 928.182600 0.098710 35.786417 0.016385
4.945267 1741.357440 926.467200 0.016426 0.000000 0.016385
